Timestamp,Coordinates,ID Number,3months
2021-09-10,"[42.519269131623766, -119.35378894160908]",640660951.0,2021-06-10
2019-07-29,"[42.26094473044899, -117.2697677296255]",207099520.0,2019-04-29
2017-08-08,"[42.441220371206896, -122.02002849629864]",663782419.0,2017-05-08
2020-09-28,"[44.978517475957254, -123.59280147342866]",647025279.0,2020-06-28
2020-08-13,"[44.55342133484969, -119.12224037562343]",980170245.0,2020-05-13
2019-11-13,"[43.91998581423046, -120.15526335713014]",652897064.0,2019-08-13
2017-09-09,"[43.696998873665436, -118.78692629340229]",796541600.0,2017-06-09
2020-10-11,"[43.15186348764193, -122.85350526861906]",684757522.0,2020-07-11
2020-11-18,"[45.03514430926178, -122.07881977713438]",115851845.0,2020-08-18
2021-10-20,"[42.35640254275852, -118.15625132734844]",452282854.0,2021-07-20
2021-08-05,"[42.38791514835783, -124.21898817197867]",149695590.0,2021-05-05
2018-10-23,"[46.27633080020955, -117.12716785609584]",942948845.0,2018-07-23
2020-07-28,"[45.32530525233764, -120.47838648620666]",573832320.0,2020-04-28
2017-09-11,"[42.783948555675124, -120.26419181656743]",923727196.0,2017-06-11
2017-07-14,"[44.31886695160658, -124.23826538877411]",376153007.0,2017-04-14
2021-08-15,"[42.890324853253446, -120.34208902999292]",943436747.0,2021-05-15
2020-11-14,"[43.18101479511565, -118.41848881604658]",255139876.0,2020-08-14
2021-09-16,"[43.67282945417511, -122.07045845888578]",692452528.0,2021-06-16
2017-09-01,"[43.220965508804845, -120.2763194138733]",156415701.0,2017-06-01
2018-11-06,"[44.531233772483276, -117.67479292815693]",178352041.0,2018-08-06
2021-11-04,"[44.767735064272564, -122.45752113061246]",509457342.0,2021-08-04
2017-11-07,"[42.39929177623649, -121.66892375807993]",672875202.0,2017-08-07
2020-08-25,"[46.12626068809034, -121.90987727285683]",466336561.0,2020-05-25
2017-10-07,"[45.31559871880817, -118.33258638012747]",982260364.0,2017-07-07
2017-09-20,"[42.15549526790203, -116.81615621291955]",144199574.0,2017-06-20
2020-09-15,"[45.27387568462325, -117.1290998067445]",526173409.0,2020-06-15
2020-11-24,"[45.54820183015757, -124.47095784574103]",310791269.0,2020-08-24
2018-11-03,"[44.56485539818561, -117.62260642087288]",368863819.0,2018-08-03
2021-11-04,"[44.86643955680842, -124.49349352003864]",158068190.0,2021-08-04
2018-11-04,"[46.0780312350847, -116.99283713070943]",142894852.0,2018-08-04
2021-07-12,"[42.12091897370973, -119.41202066546506]",293851331.0,2021-04-12
2021-07-19,"[46.20662041069974, -117.58461900028438]",910442240.0,2021-04-19
2020-11-03,"[43.81888888525937, -117.49421616083475]",318091034.0,2020-08-03
2021-07-11,"[42.826335556904915, -117.2481117926125]",743500265.0,2021-04-11
2020-09-24,"[42.65389633746985, -120.52391258037825]",556193256.0,2020-06-24
2018-07-23,"[44.48032428405236, -119.96591714820408]",791626439.0,2018-04-23
2018-11-17,"[44.64700646716511, -118.53841325563452]",786506963.0,2018-08-17
2020-11-24,"[44.42236568600919, -118.28649712471379]",597972697.0,2020-08-24
2021-07-28,"[46.09352107579531, -120.56389559056946]",799580882.0,2021-04-28
2018-07-10,"[44.67508169420729, -121.39404682538397]",403299943.0,2018-04-10
2018-08-16,"[45.04263277302952, -118.40274583266923]",511749572.0,2018-05-16
2018-07-12,"[42.250123767549056, -122.14000248174962]",490075900.0,2018-04-12
2021-07-23,"[42.80802839978421, -122.94682910593068]",496613200.0,2021-04-23
2019-08-09,"[44.31397795913673, -121.98551088789733]",959387701.0,2019-05-09
2020-08-10,"[45.860831331011234, -118.86767986700106]",489340964.0,2020-05-10
2018-07-21,"[42.2835068914354, -117.74830915341293]",474628919.0,2018-04-21
2019-07-08,"[45.008491876187335, -119.48014605022311]",662048719.0,2019-04-08
2021-11-18,"[42.19814486508577, -117.51884328170728]",838729358.0,2021-08-18
2019-11-25,"[44.8665031000497, -124.29801408358658]",861567504.0,2019-08-25
2020-10-14,"[45.665153743785005, -119.86329976013397]",218855106.0,2020-07-14
2018-07-11,"[46.02222114346426, -122.28726206637053]",919785369.0,2018-04-11
2020-11-01,"[43.68334946735193, -119.36288835129999]",340803855.0,2020-08-01
2020-08-20,"[43.47962375170762, -118.79104135849315]",535364497.0,2020-05-20
2020-10-08,"[43.44980314030033, -124.52642082383086]",182023896.0,2020-07-08
2019-08-12,"[46.11715444892023, -119.87856135801793]",787619053.0,2019-05-12
2021-09-02,"[45.27290069196705, -122.69318053185583]",464285313.0,2021-06-02
2018-11-28,"[43.857397659540275, -121.37817693270928]",358599004.0,2018-08-28
2018-07-10,"[43.01312646803079, -116.5018438718354]",512289874.0,2018-04-10
2017-07-19,"[43.39435255473959, -122.87197901436575]",491444047.0,2017-04-19
2019-10-13,"[43.959418096953144, -120.71167714715139]",468677981.0,2019-07-13
2018-11-29,"[42.58613808099134, -123.80113676870744]",774906932.0,2018-08-29
2017-09-23,"[46.27892560654796, -124.41549207153373]",731520128.0,2017-06-23
2018-07-21,"[45.47255241002729, -120.7114398012009]",904349321.0,2018-04-21
2021-08-21,"[43.591080537021405, -124.13949112514734]",731949380.0,2021-05-21
2020-10-26,"[45.10736551123314, -122.3288420571512]",788642044.0,2020-07-26
2020-08-05,"[44.452717133646225, -118.11640024416464]",100550192.0,2020-05-05
2017-07-23,"[46.07848421998845, -123.1406673396513]",766792049.0,2017-04-23
2019-08-27,"[42.280132688313664, -121.5461683409812]",805827456.0,2019-05-27
2019-10-29,"[45.51379220482277, -117.2537654907572]",417341984.0,2019-07-29
2018-07-06,"[42.86790224387378, -120.76041405628774]",268462138.0,2018-04-06
2021-11-29,"[43.76804631790575, -117.00999775026189]",453794729.0,2021-08-29
2020-07-04,"[45.087815654028866, -120.26408130308468]",196148920.0,2020-04-04
2017-07-17,"[44.114319173889825, -118.98787961264775]",220064000.0,2017-04-17
2019-10-18,"[43.71992940605839, -117.97456454390081]",895942331.0,2019-07-18
2021-10-23,"[43.20669188790921, -122.52377511399119]",428317138.0,2021-07-23
2021-11-14,"[43.169594076152826, -117.06322412578753]",383830593.0,2021-08-14
2019-11-05,"[43.07478663459088, -118.72158419508914]",362123150.0,2019-08-05
2019-09-02,"[43.51211874024641, -116.83333463067241]",256584538.0,2019-06-02
2020-07-17,"[46.245032410700766, -123.186428787545]",966510476.0,2020-04-17
2021-10-15,"[42.27800097106319, -117.54653022786175]",308230117.0,2021-07-15
2018-09-18,"[45.881195911861624, -117.92939321492176]",649669399.0,2018-06-18
2019-07-25,"[43.82445279812564, -120.46757371777937]",126303250.0,2019-04-25
2020-10-12,"[46.07895085814744, -119.20776244817795]",504669024.0,2020-07-12
2021-09-11,"[44.14273916896089, -117.56123012422388]",444225456.0,2021-06-11
2017-07-18,"[46.04929850089285, -122.07076304628372]",802248042.0,2017-04-18
2020-10-09,"[43.235675572603206, -120.27242283858463]",390467120.0,2020-07-09
2017-07-17,"[43.475203782005316, -119.94960184063089]",174600914.0,2017-04-17
2019-10-11,"[44.26859477460209, -119.35091367147649]",212057257.0,2019-07-11
2019-11-05,"[44.12931483595641, -117.59521870025009]",556167973.0,2019-08-05
2021-08-05,"[42.00108761588007, -118.02279797013671]",618896569.0,2021-05-05
2020-07-11,"[44.1595356282799, -120.20960190505406]",269225718.0,2020-04-11
2019-08-17,"[43.20436431679792, -116.90835476797474]",849167049.0,2019-05-17
2019-09-27,"[44.76458183097943, -117.85258127011491]",447612810.0,2019-06-27
2021-11-18,"[43.856804002446786, -121.85634006699686]",477681293.0,2021-08-18
2018-07-17,"[43.03273930233647, -117.92901796404092]",945800903.0,2018-04-17
2019-11-20,"[43.57329084559141, -122.94056502830355]",838528809.0,2019-08-20
2021-08-07,"[45.36081125120959, -124.54536325394189]",954244772.0,2021-05-07
2021-07-12,"[45.96311370623049, -118.41301643080237]",539278819.0,2021-04-12
2020-11-16,"[45.32185918367817, -122.48060568588689]",972210826.0,2020-08-16
2017-08-18,"[45.63912362240513, -119.16428796170709]",809099099.0,2017-05-18
2019-10-07,"[46.09264637459618, -119.80444107071847]",244977134.0,2019-07-07
2018-11-12,"[44.5712835270522, -120.29849101604907]",121203807.0,2018-08-12
2017-10-25,"[45.514808926832195, -118.52028347890631]",815434320.0,2017-07-25
2017-10-10,"[42.53720486517892, -120.29226570961961]",894294735.0,2017-07-10
2020-11-17,"[43.86503916420496, -117.09689347899987]",523716280.0,2020-08-17
2018-11-04,"[45.522708467418184, -122.34577650786113]",540385515.0,2018-08-04
2017-07-13,"[46.04467279005883, -117.45608687623444]",388096191.0,2017-04-13
2020-10-01,"[44.145309597061214, -119.05428546825699]",146340060.0,2020-07-01
2018-09-26,"[42.1604810799307, -117.58443602157203]",585947985.0,2018-06-26
2021-08-07,"[43.660391306371665, -116.83424483569223]",378290917.0,2021-05-07
2018-07-28,"[45.10520149645322, -124.5392407802702]",740265564.0,2018-04-28
2021-07-22,"[45.502552995327086, -123.41180534458456]",775633275.0,2021-04-22
2019-11-27,"[43.84876658384203, -117.85479622965532]",368586521.0,2019-08-27
2017-10-12,"[45.899966833460844, -119.612277147361]",476426963.0,2017-07-12
2018-07-10,"[44.546692625304416, -116.93439129107644]",820362184.0,2018-04-10
2021-07-10,"[44.21739142826025, -116.97032148236283]",510755829.0,2021-04-10
2020-07-22,"[43.90647230209274, -119.68048993683043]",141235209.0,2020-04-22
2018-09-09,"[42.90031005072154, -121.61465158932852]",375340596.0,2018-06-09
2017-07-25,"[44.26796987453363, -117.91644482811465]",451784337.0,2017-04-25
2021-11-10,"[43.06657546842643, -124.4188935213802]",421478959.0,2021-08-10
2017-07-13,"[43.815225957252494, -122.24888657030539]",197747610.0,2017-04-13
2021-10-25,"[43.40763349289725, -119.90618412303054]",128145233.0,2021-07-25
2020-09-01,"[44.84165563350729, -119.92017618151797]",455760060.0,2020-06-01
2018-07-27,"[42.23029340732917, -117.22451048589079]",110504361.0,2018-04-27
2019-11-07,"[42.863128646444935, -120.82619765326653]",174473108.0,2019-08-07
2018-09-10,"[43.03009077781479, -122.8180055066144]",691015867.0,2018-06-10
2017-11-18,"[43.40197201074728, -123.40160249934634]",928133601.0,2017-08-18
2020-09-21,"[44.39784976628178, -120.97446318724755]",727309231.0,2020-06-21
2019-09-01,"[45.39639593310773, -122.53311865126088]",717005263.0,2019-06-01
2017-11-21,"[43.11434052525813, -122.60567303386442]",658347922.0,2017-08-21
2017-08-24,"[43.93891201466173, -119.80153297871915]",350026054.0,2017-05-24
2018-10-12,"[44.508991237651614, -121.69112713874424]",296392038.0,2018-07-12
2021-08-07,"[42.680446172098115, -123.14885501949752]",119856248.0,2021-05-07
2019-07-09,"[43.03294330429435, -119.96669095090803]",249044179.0,2019-04-09
2019-11-25,"[43.53794985649405, -116.77625238373918]",452316280.0,2019-08-25
2018-10-24,"[42.11866677027223, -123.62058117016477]",604133886.0,2018-07-24
2020-08-26,"[43.648333535454015, -119.66956713877202]",496081422.0,2020-05-26
2021-10-26,"[43.822386550923156, -121.47522626489132]",793851417.0,2021-07-26
2019-10-01,"[45.639197241664505, -121.73083847260997]",485345583.0,2019-07-01
2020-09-07,"[44.852012950113966, -119.96300109283618]",487573120.0,2020-06-07
2017-10-09,"[43.1231618000682, -123.4627882815082]",570322769.0,2017-07-09
2018-09-16,"[43.7136113568824, -122.00995881371934]",477943531.0,2018-06-16
2020-11-20,"[42.295157378894665, -117.54952044822632]",597153304.0,2020-08-20
2020-11-06,"[45.18877597602444, -120.61640017132062]",895504693.0,2020-08-06
2021-11-02,"[44.78780837556119, -121.87974175459578]",928969145.0,2021-08-02
2018-07-24,"[42.35394112846356, -116.53245120578221]",362929510.0,2018-04-24
2018-11-17,"[45.49478137007811, -119.7443737105161]",422606985.0,2018-08-17
2019-10-19,"[43.45232392823877, -121.25339436418912]",242102827.0,2019-07-19
2019-07-25,"[44.22445613628003, -120.52778525712628]",764524229.0,2019-04-25
2019-11-08,"[42.05326029943496, -118.92436241473918]",773094627.0,2019-08-08
2017-08-17,"[42.33578097959782, -117.45544429065023]",880615384.0,2017-05-17
2019-09-07,"[45.942590395760405, -121.31063904989574]",962152929.0,2019-06-07
2019-11-13,"[44.293613161502265, -119.48871814427221]",912531889.0,2019-08-13
2019-11-25,"[42.06126162014339, -121.95298440519682]",296212350.0,2019-08-25
2019-10-06,"[46.150495069505354, -123.42819169153239]",824117433.0,2019-07-06
2021-10-29,"[43.50072684567723, -121.7397676653353]",248701813.0,2021-07-29
2021-11-09,"[42.92423512542586, -120.91871713023276]",113294710.0,2021-08-09
2019-11-17,"[44.78480320201894, -122.6972808591738]",883844144.0,2019-08-17
2021-07-19,"[45.46043965255066, -119.13830775142182]",789577134.0,2021-04-19
2017-09-16,"[44.66212668089741, -124.41356574539043]",609504852.0,2017-06-16
2019-10-28,"[45.59455251590062, -119.44126036297088]",168149272.0,2019-07-28
2018-11-01,"[44.509830998592776, -121.81721751112194]",937936055.0,2018-08-01
2019-07-06,"[45.235902656954664, -118.9942378604975]",489909894.0,2019-04-06
2021-10-26,"[44.936430565741524, -119.0343605632436]",410066507.0,2021-07-26
2020-07-20,"[43.592422826782226, -116.8098020579024]",924030044.0,2020-04-20
2018-11-15,"[46.165864250071834, -116.9069964105103]",660150901.0,2018-08-15
2021-09-25,"[44.9741872986539, -120.8813469428397]",782417724.0,2021-06-25
2020-08-08,"[45.87606056323045, -121.16120405292325]",662039049.0,2020-05-08
2019-07-07,"[45.68005742890583, -124.26575104787716]",342760094.0,2019-04-07
2020-09-07,"[44.6623200049441, -117.21213939552908]",187338383.0,2020-06-07
2019-10-27,"[42.410345626802055, -121.26998883056193]",523850446.0,2019-07-27
2019-07-16,"[44.030985066157506, -123.07851764574518]",747185228.0,2019-04-16
2018-09-15,"[45.160470012030345, -119.80870144153016]",157308522.0,2018-06-15
2018-07-28,"[44.75345723477411, -119.42579772854185]",219791980.0,2018-04-28
2017-09-07,"[42.0818283397624, -124.33554218880661]",650911169.0,2017-06-07
2017-10-08,"[43.39879896321688, -124.31034050745622]",175396735.0,2017-07-08
2020-11-26,"[43.817342904895945, -117.71478361721158]",849002750.0,2020-08-26
2018-09-19,"[45.608195801565934, -116.81421066259969]",576423083.0,2018-06-19
2018-07-12,"[44.66369080286633, -123.80756002874794]",915574467.0,2018-04-12
2017-11-19,"[45.842778965363024, -123.49062017107103]",437723386.0,2017-08-19
2019-10-28,"[44.12499857546079, -121.43080779964895]",753975510.0,2019-07-28
2018-10-05,"[42.95721246720706, -121.02141729293486]",580183747.0,2018-07-05
2019-09-29,"[45.32153775847805, -116.62482430944667]",495575637.0,2019-06-29
2019-10-19,"[42.0061073495251, -121.92632906829093]",381205629.0,2019-07-19
2021-08-10,"[44.05687706176761, -117.34594763178667]",276545059.0,2021-05-10
2020-10-21,"[45.88539827767525, -121.33203685741496]",567381060.0,2020-07-21
2020-09-22,"[45.361765375913, -124.18271481283132]",662960878.0,2020-06-22
2018-08-16,"[43.044361359407254, -121.86319432932464]",814160288.0,2018-05-16
2017-09-10,"[42.20673282836216, -123.07948839703903]",591802816.0,2017-06-10
2021-10-07,"[45.288173943857316, -122.56929077983564]",159826374.0,2021-07-07
2017-08-28,"[44.70114461941861, -124.23960776343944]",926069870.0,2017-05-28
2017-09-01,"[45.70699876993784, -123.46852466943889]",433451751.0,2017-06-01
2019-11-07,"[42.27789243150696, -119.01207515059394]",925581044.0,2019-08-07
2018-11-29,"[42.56554100320512, -121.84732937126412]",814895335.0,2018-08-29
2018-10-06,"[44.71277752681254, -124.40922516130941]",489095850.0,2018-07-06
2017-09-27,"[45.669891847920645, -117.46291702141858]",155298762.0,2017-06-27
2020-10-09,"[43.54260282311402, -122.28126379477904]",483976159.0,2020-07-09
2021-09-09,"[44.11154031455478, -118.13232330872012]",668697696.0,2021-06-09
2020-08-05,"[43.804110646366446, -116.8068807020071]",324575530.0,2020-05-05
2021-08-14,"[44.70941954352852, -123.14280082303696]",865751294.0,2021-05-14
2021-11-12,"[46.24319020902177, -118.36810746224025]",395001503.0,2021-08-12
2017-08-11,"[44.438566720705, -117.73470410790188]",767950866.0,2017-05-11
2017-07-17,"[44.06784134159564, -117.98229112044211]",947268385.0,2017-04-17
2020-11-12,"[43.67185740576467, -117.73032382764363]",928249875.0,2020-08-12
2018-08-04,"[45.37273436387143, -118.70035380872736]",741055348.0,2018-05-04
2020-09-18,"[45.23920762100057, -122.73148113501284]",570403488.0,2020-06-18
2020-09-05,"[44.101490822095414, -124.49295823456774]",698533111.0,2020-06-05
2017-11-28,"[43.85352573407709, -124.09088090696524]",168957314.0,2017-08-28
2021-08-23,"[45.1352657655601, -124.18549485321971]",356521497.0,2021-05-23
2017-11-09,"[44.34040813351896, -122.20494346590229]",827372718.0,2017-08-09
2018-10-23,"[46.13933994412736, -118.6243612745576]",575862609.0,2018-07-23
2017-11-11,"[46.15608354378889, -122.432349718544]",346730912.0,2017-08-11
2020-10-22,"[45.84427065968351, -118.71717595865934]",882364330.0,2020-07-22
2019-08-06,"[43.9257901921313, -121.84335810383074]",198436690.0,2019-05-06
2021-08-16,"[46.0840273232741, -117.08809994227354]",730997637.0,2021-05-16
2018-08-09,"[44.47918558185657, -116.82480493086949]",223939739.0,2018-05-09
2019-09-25,"[44.37984217948981, -123.79225646101479]",904464170.0,2019-06-25
2017-09-01,"[44.08813814724433, -119.97981610860731]",562373802.0,2017-06-01
2020-07-03,"[43.53808196627572, -121.72430836292985]",345076156.0,2020-04-03
2017-10-18,"[45.54427883844017, -123.53446250103876]",865120471.0,2017-07-18
2018-07-29,"[44.921397304327535, -121.13611791970813]",498138586.0,2018-04-29
2017-08-10,"[43.63668212949912, -117.82838144984909]",336093378.0,2017-05-10
2020-07-29,"[43.0708119507967, -123.99835641111227]",101829733.0,2020-04-29
2021-10-07,"[46.00517063923347, -117.22065747263645]",408542331.0,2021-07-07
2020-09-07,"[42.33066601607054, -123.04475363493907]",962507624.0,2020-06-07
2018-07-07,"[42.4843072037203, -118.0273067155688]",581646781.0,2018-04-07
2017-07-12,"[43.647757460648016, -124.42818207589664]",461088525.0,2017-04-12
2019-11-25,"[46.03844585514364, -121.54888897379325]",926749773.0,2019-08-25
2021-08-11,"[44.66782247449846, -122.35750494355374]",592759802.0,2021-05-11
2019-10-26,"[42.011743695924324, -122.84857998994883]",999147059.0,2019-07-26
2018-11-12,"[42.86758524042489, -118.0869413958723]",880546584.0,2018-08-12
2020-08-02,"[45.25546429631074, -119.82155738481461]",867990457.0,2020-05-02
2018-08-24,"[45.110449778499216, -121.8982755627001]",523988436.0,2018-05-24
2018-08-18,"[42.684481328539796, -118.46982401377353]",133910417.0,2018-05-18
2019-10-17,"[45.187978603308906, -122.05619501267853]",612194653.0,2019-07-17
2019-11-24,"[44.43829545187406, -122.7505828290591]",213965932.0,2019-08-24
2019-10-29,"[45.849690503314655, -123.3889217299611]",608962123.0,2019-07-29
2017-08-26,"[42.609380723706074, -116.68009362943877]",669209147.0,2017-05-26
2021-09-24,"[42.81374838142592, -117.90667651361586]",869486589.0,2021-06-24
2020-07-07,"[44.78201809027348, -116.79870324930833]",968299712.0,2020-04-07
2021-10-14,"[44.42960179263591, -123.03506919690193]",594721658.0,2021-07-14
2020-11-24,"[43.163167928530484, -120.52819656951146]",392135439.0,2020-08-24
2017-09-07,"[42.05380810561479, -117.70613498241617]",936014316.0,2017-06-07
2021-11-02,"[43.1116620293062, -124.54683629932735]",273249053.0,2021-08-02
2020-10-27,"[46.27316533737449, -122.81943034228225]",720823457.0,2020-07-27
2017-11-17,"[44.8101126186514, -121.49050565564016]",548488922.0,2017-08-17
2018-07-23,"[42.78167649891209, -123.06495108619106]",255920027.0,2018-04-23
2018-10-14,"[42.35681544877632, -119.82693543891452]",526926594.0,2018-07-14
2018-11-10,"[44.090922287984625, -121.70098773840434]",497451100.0,2018-08-10
2020-10-19,"[45.188201695091706, -120.83412067840418]",224996779.0,2020-07-19
2021-10-09,"[42.83645029902391, -116.68520309593038]",743902641.0,2021-07-09
2017-10-26,"[42.465322381820904, -119.8670906124995]",318606246.0,2017-07-26
2020-08-03,"[44.53373035479529, -124.35341039951858]",386126314.0,2020-05-03
2018-08-23,"[45.803995346338866, -123.9910157175716]",479741084.0,2018-05-23
2017-08-20,"[44.97704373836448, -117.31904472167386]",975391195.0,2017-05-20
2018-07-07,"[44.2491584969945, -121.09312924300845]",562140102.0,2018-04-07
2020-10-01,"[44.91328001348262, -117.89557352803548]",351746436.0,2020-07-01
2021-10-21,"[42.264887002035806, -120.8571270356515]",871970544.0,2021-07-21
2018-11-11,"[45.87773157531866, -117.07779773559835]",704920055.0,2018-08-11
2021-07-12,"[43.6703786503565, -121.92807978507349]",721890866.0,2021-04-12
2021-11-07,"[43.84071466099725, -116.86267557331203]",420983007.0,2021-08-07
2019-08-04,"[42.12035690740964, -117.39032615848608]",897051265.0,2019-05-04
2017-10-29,"[43.68187732091813, -123.67236072274746]",808072804.0,2017-07-29
2018-11-21,"[42.51045588403535, -116.88563795382031]",827579041.0,2018-08-21
2018-09-16,"[43.66569850179974, -123.89562472353693]",639755898.0,2018-06-16
2019-08-24,"[45.870474388348896, -121.59334612728391]",870887742.0,2019-05-24
2018-08-28,"[44.022697450999146, -120.42746688883068]",112887313.0,2018-05-28
2020-07-21,"[44.293525267941895, -120.20897407901187]",383592199.0,2020-04-21
2018-09-24,"[43.88828229219034, -124.17919195944124]",117677296.0,2018-06-24
2021-10-10,"[45.19819931554504, -122.7841059445259]",130292354.0,2021-07-10
2019-07-13,"[43.01898792373724, -121.56880214298651]",503753916.0,2019-04-13
2019-10-22,"[42.16875232468722, -119.6148263651915]",246750352.0,2019-07-22
2020-09-07,"[43.10515225940197, -120.26883385850786]",469141002.0,2020-06-07
2020-11-08,"[44.3212561619218, -121.23381107093577]",257435611.0,2020-08-08
2020-09-20,"[43.627822935518765, -121.93526675816415]",150535486.0,2020-06-20
2021-11-04,"[44.77561416813328, -116.80607330208791]",592997423.0,2021-08-04
2020-08-11,"[43.19688820225439, -119.72730790917758]",810255828.0,2020-05-11
2018-11-07,"[44.710938632194434, -121.01188572042354]",321127251.0,2018-08-07
2021-10-12,"[44.89480354655864, -120.18342909623769]",714676626.0,2021-07-12
2017-09-04,"[42.12612027995221, -121.14959646714591]",682549403.0,2017-06-04
2017-07-18,"[45.710009469786215, -118.15658423415398]",175076839.0,2017-04-18
2019-08-10,"[44.18093160610892, -116.8384383206514]",999315039.0,2019-05-10
2017-07-17,"[44.51225133258755, -124.55551361865051]",154022756.0,2017-04-17
2021-11-09,"[43.414304221218, -118.91457578191442]",233866460.0,2021-08-09
2018-08-23,"[45.27360390751225, -121.73996007970155]",385465587.0,2018-05-23
2017-09-13,"[45.34371558301051, -120.01461151629303]",432546216.0,2017-06-13
2018-07-18,"[45.99478386141562, -122.0983236877887]",553487596.0,2018-04-18
2021-10-19,"[43.83256332785646, -118.90083810233716]",263240689.0,2021-07-19
2018-10-22,"[42.89282904227588, -122.53439863106676]",192361243.0,2018-07-22
2021-08-03,"[46.044770835755614, -119.37911542765538]",167746395.0,2021-05-03
2017-08-29,"[43.27078966040314, -120.1516091499055]",600714731.0,2017-05-29
2019-09-14,"[42.07217599825955, -119.02880183288451]",904910331.0,2019-06-14
2019-09-04,"[43.522349900157224, -118.3550332273256]",278823922.0,2019-06-04
2018-11-23,"[43.25593037658312, -119.6579989150249]",329497179.0,2018-08-23
2018-08-14,"[42.56108062312312, -117.927939536284]",459038907.0,2018-05-14
2017-10-07,"[44.37312183133294, -116.6108361672893]",424764492.0,2017-07-07
2017-07-11,"[44.06060232059363, -123.3589167392107]",258332483.0,2017-04-11
2018-08-06,"[43.56412343022217, -120.52579907620924]",793708296.0,2018-05-06
2017-09-02,"[45.22320131101057, -120.705437645696]",913855000.0,2017-06-02
2021-08-12,"[45.29232351363373, -121.94970785254286]",581109682.0,2021-05-12
